"YEAR","DISTRICT","DISTRICT NAME","CRISIS CODE","CRISIS CODEX","STUDENT COUNT"
2019-20,062906,MEYERSVILLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,062906,MEYERSVILLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,062906,MEYERSVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,11
2019-20,062906,MEYERSVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,063903,SPUR ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,234
2019-20,063903,SPUR ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,063903,SPUR ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,063903,SPUR ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,063903,SPUR ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,063906,PATTON SPRINGS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,063906,PATTON SPRINGS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,064903,CARRIZO SPRINGS CISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,543"
2019-20,064903,CARRIZO SPRINGS CISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,10
2019-20,064903,CARRIZO SPRINGS CISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,064903,CARRIZO SPRINGS CISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,114
2019-20,064903,CARRIZO SPRINGS CISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,064903,CARRIZO SPRINGS CISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,11
2019-20,064903,CARRIZO SPRINGS CISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,064903,CARRIZO SPRINGS CISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,52
2019-20,065901,CLARENDON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,371
2019-20,065901,CLARENDON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,065901,CLARENDON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,065901,CLARENDON ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,065901,CLARENDON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,41
2019-20,065901,CLARENDON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,065901,CLARENDON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,065901,CLARENDON ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,065901,CLARENDON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,19
2019-20,065902,HEDLEY ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,112
2019-20,066005,RAMIREZ CSD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,34
2019-20,066902,SAN DIEGO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,340"
2019-20,066902,SAN DIEGO ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,22
2019-20,066902,SAN DIEGO ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,066902,SAN DIEGO ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,22
2019-20,066902,SAN DIEGO ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,73
2019-20,066902,SAN DIEGO ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,18
2019-20,066902,SAN DIEGO ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,066902,SAN DIEGO ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,14
2019-20,066902,SAN DIEGO ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,20
2019-20,066903,FREER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,770
2019-20,066903,FREER ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,066903,FREER ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,066903,FREER ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,067902,CISCO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,823
2019-20,067902,CISCO ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,22
2019-20,067903,EASTLAND ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,996
2019-20,067903,EASTLAND ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,067903,EASTLAND ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,067903,EASTLAND ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,067903,EASTLAND ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,44
2019-20,067903,EASTLAND ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,067903,EASTLAND ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,27
2019-20,067903,EASTLAND ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,067903,EASTLAND ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,18
2019-20,067904,GORMAN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,249
2019-20,067904,GORMAN ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,067904,GORMAN ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,14
2019-20,067904,GORMAN ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,067904,GORMAN ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,067904,GORMAN ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,10
2019-20,067907,RANGER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,324
2019-20,067907,RANGER ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,10
2019-20,067907,RANGER ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,067907,RANGER ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,067907,RANGER ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,067907,RANGER ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,23
2019-20,067908,RISING STAR ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,156
2019-20,067908,RISING STAR ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,067908,RISING STAR ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,068802,COMPASS ACADEMY CHARTER SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,224"
2019-20,068803,UTPB STEM ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,746
2019-20,068901,ECTOR COUNTY ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"21,961"
2019-20,068901,ECTOR COUNTY ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,"1,303"
2019-20,068901,ECTOR COUNTY ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,498
2019-20,068901,ECTOR COUNTY ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,287
2019-20,068901,ECTOR COUNTY ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,"4,199"
2019-20,068901,ECTOR COUNTY ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,374
2019-20,068901,ECTOR COUNTY ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,"1,739"
2019-20,068901,ECTOR COUNTY ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,331
2019-20,068901,ECTOR COUNTY ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,160
2019-20,070801,WAXAHACHIE FAITH FAMILY ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,070801,WAXAHACHIE FAITH FAMILY ACADEMY,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,070901,AVALON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,136
2019-20,070903,ENNIS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"4,304"
2019-20,070903,ENNIS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,184
2019-20,070903,ENNIS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,070903,ENNIS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,"1,332"
2019-20,070903,ENNIS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,070905,FERRIS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"2,406"
2019-20,070905,FERRIS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,17
2019-20,070905,FERRIS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,14
2019-20,070905,FERRIS ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,11
2019-20,070905,FERRIS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,107
2019-20,070905,FERRIS ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,070905,FERRIS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,61
2019-20,070905,FERRIS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,070905,FERRIS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,24
2019-20,070907,ITALY ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,540
2019-20,070907,ITALY ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,070907,ITALY ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,070907,ITALY ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,070907,ITALY ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,47
2019-20,070907,ITALY ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,070907,ITALY ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,070907,ITALY ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,070907,ITALY ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,15
2019-20,070908,MIDLOTHIAN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"9,593"
2019-20,070908,MIDLOTHIAN ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,070908,MIDLOTHIAN ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,070908,MIDLOTHIAN ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,070908,MIDLOTHIAN ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,91
2019-20,070908,MIDLOTHIAN ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,070908,MIDLOTHIAN ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,35
2019-20,070908,MIDLOTHIAN ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,070908,MIDLOTHIAN ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,55
2019-20,070909,MILFORD ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,199
2019-20,070909,MILFORD ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,070909,MILFORD ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,070909,MILFORD ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,070909,MILFORD ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,070909,MILFORD ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,070909,MILFORD ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,17
2019-20,070909,MILFORD ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,070910,PALMER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,250"
2019-20,070910,PALMER ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,070910,PALMER ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,070910,PALMER ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,070910,PALMER ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,070910,PALMER ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,070911,RED OAK ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"6,037"
2019-20,070911,RED OAK ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,070911,RED OAK ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,070912,WAXAHACHIE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"7,956"
2019-20,070912,WAXAHACHIE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,139
2019-20,070912,WAXAHACHIE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,64
2019-20,070912,WAXAHACHIE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,55
2019-20,070912,WAXAHACHIE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,426
2019-20,070912,WAXAHACHIE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,77
2019-20,070912,WAXAHACHIE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,274
2019-20,070912,WAXAHACHIE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,55
2019-20,070912,WAXAHACHIE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,435
2019-20,070915,MAYPEARL ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,127"
2019-20,070915,MAYPEARL ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,070915,MAYPEARL ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,070915,MAYPEARL ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,070915,MAYPEARL ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,070915,MAYPEARL ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,070915,MAYPEARL ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,071801,BURNHAM WOOD CHARTER SCHOOL DISTRI,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,038"
2019-20,071801,BURNHAM WOOD CHARTER SCHOOL DISTRI,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,32
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,162
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7B,NO CONTACT FOR ENTIRE TIME PERIOD,10
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,14
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,071804,EL PASO ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,144
2019-20,071804,EL PASO ACADEMY,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,071804,EL PASO ACADEMY,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,071804,EL PASO ACADEMY,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,071804,EL PASO ACADEMY,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,52
2019-20,071804,EL PASO ACADEMY,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,071804,EL PASO ACADEMY,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,39
2019-20,071804,EL PASO ACADEMY,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,071804,EL PASO ACADEMY,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,70
2019-20,071806,HARMONY SCIENCE ACAD (EL PASO),7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"3,292"
2019-20,071806,HARMONY SCIENCE ACAD (EL PASO),7B,NO CONTACT FOR ENTIRE TIME PERIOD,13
2019-20,071806,HARMONY SCIENCE ACAD (EL PASO),7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,071806,HARMONY SCIENCE ACAD (EL PASO),7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,12
2019-20,071806,HARMONY SCIENCE ACAD (EL PASO),7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,160
2019-20,071806,HARMONY SCIENCE ACAD (EL PASO),7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,071806,HARMONY SCIENCE ACAD (EL PASO),7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,54
2019-20,071806,HARMONY SCIENCE ACAD (EL PASO),7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,28
2019-20,071807,LA FE PREPARATORY SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,193
2019-20,071807,LA FE PREPARATORY SCHOOL,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,071807,LA FE PREPARATORY SCHOOL,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,071809,VISTA DEL FUTURO CHARTER SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,284
2019-20,071809,VISTA DEL FUTURO CHARTER SCHOOL,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,071809,VISTA DEL FUTURO CHARTER SCHOOL,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,071810,EL PASO LEADERSHIP ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,136
2019-20,071810,EL PASO LEADERSHIP ACADEMY,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,071810,EL PASO LEADERSHIP ACADEMY,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,30
2019-20,071810,EL PASO LEADERSHIP ACADEMY,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,18
2019-20,071810,EL PASO LEADERSHIP ACADEMY,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,24
2019-20,071810,EL PASO LEADERSHIP ACADEMY,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,071810,EL PASO LEADERSHIP ACADEMY,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,071901,CLINT ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"9,404"
2019-20,071901,CLINT ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,113
2019-20,071901,CLINT ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,120
2019-20,071901,CLINT ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,69
2019-20,071901,CLINT ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,383
2019-20,071901,CLINT ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,37
2019-20,071901,CLINT ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,321
2019-20,071901,CLINT ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,37
2019-20,071901,CLINT ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,233
2019-20,071902,EL PASO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"51,582"
2019-20,071902,EL PASO ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,245
2019-20,071902,EL PASO ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,81
2019-20,071902,EL PASO ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,119
2019-20,071902,EL PASO ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,889
2019-20,071902,EL PASO ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,174
2019-20,071902,EL PASO ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,394
2019-20,071902,EL PASO ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,167
2019-20,071902,EL PASO ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,617
2019-20,071903,FABENS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,659"
2019-20,071903,FABENS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,56
2019-20,071903,FABENS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,26
